Product Code,Type,Description
pbb-kab-tobasamosir,Pajak,PBB Kab. Toba Samosir
pbb-kab-torajautara,Pajak,PBB Kab. Toraja Utara
pbb-kab-tuban,Pajak,PBB Kab. Tuban
pbb-kab-wajo,Pajak,PBB Kab. Wajo
pbb-kab-waykanan,Pajak,PBB Kab. Way Kanan
pbb-kab-wonogiri,Pajak,PBB Kab. Wonogiri
pbb-kab-wonosobo,Pajak,PBB Kab. Wonosobo
pbb-kota-balikpapan,Pajak,PBB Kota Balikpapan
pbb-kota-banjarbaru,Pajak,PBB Kota Banjarbaru
pbb-kota-banjarmasin,Pajak,PBB Kota Banjarmasin
pbb-kota-batam,Pajak,PBB Kota Batam
pbb-kota-bima,Pajak,PBB Kota Bima
pbb-kota-binjai,Pajak,PBB Kota Binjai
pbb-kota-bitung,Pajak,PBB Kota Bitung
pbb-kota-bontang,Pajak,PBB Kota Bontang
pbb-kota-dumai,Pajak,PBB Kota Dumai
pbb-kota-kupang,Pajak,PBB Kota Kupang
pbb-kota-lubuklinggau,Pajak,PBB Kota Lubuklinggau
pbb-kota-madiun,Pajak,PBB Kota Madiun
pbb-kota-magelang,Pajak,PBB Kota Magelang
pbb-kota-makassar,Pajak,PBB Kota Makassar
pbb-kota-mataram,Pajak,PBB Kota Mataram
pbb-kota-medan,Pajak,PBB Kota Medan
pbb-kota-padangpanjang,Pajak,PBB Kota Padang Panjang
pbb-kota-padangsidempuan,Pajak,PBB Kota Padang Sidempuan
pbb-kota-palembang,Pajak,PBB Kota Palembang
pbb-kota-palopo,Pajak,PBB Kota Palopo
pbb-kota-pangkalpinang,Pajak,PBB Kota Pangkal Pinang
pbb-kota-parepare,Pajak,PBB Kota Parepare
pbb-kota-pekalongan,Pajak,PBB Kota Pekalongan
pbb-kota-pekanbaru,Pajak,PBB Kota Pekanbaru
pbb-kota-pematangsiantar,Pajak,PBB Kota Pematang Siantar
pbb-kota-salatiga,Pajak,PBB Kota Salatiga
pbb-kota-samarinda,Pajak,PBB Kota Samarinda
pbb-kota-semarang,Pajak,PBB Kota Semarang
pbb-kota-sibolga,Pajak,PBB Kota Sibolga
pbb-kota-singkawang,Pajak,PBB Kota Singkawang
pbb-kota-surakartasolo,Pajak,PBB Kota Surakarta Solo
pbb-kota-tanjungbalai,Pajak,PBB Kota Tanjung Balai
pbb-kota-tanjungpinang,Pajak,PBB Kota Tanjung Pinang
pbb-kota-tarakan,Pajak,PBB Kota Tarakan
pbb-kota-tebingtinggi,Pajak,PBB Kota Tebing Tinggi
pbb-kota-tegal,Pajak,PBB Kota Tegal
paketdata-axis-aigo1,Paket Data AXIS,Axis Aigo 1GB 24 JAM
paketdata-axis-aigo2,Paket Data AXIS,Axis Aigo 2GB 24 JAM
paketdata-axis-aigo3,Paket Data AXIS,Axis Aigo 3GB 24 JAM
paketdata-axis-aigo5,Paket Data AXIS,Axis Aigo 5GB 24 JAM
paketdata-axis-aigom1,Paket Data AXIS,Axis Aigo Mini 1GB 24 JAM
paketdata-axis-aigom2,Paket Data AXIS,Axis Aigo Mini 2GB 24 JAM
paketdata-axis-aigom3,Paket Data AXIS,Axis Aigo Mini 3GB 24 JAM
paketdata-axis-aigom5,Paket Data AXIS,Axis Aigo Mini 5GB 24 JAM
paketdata-axis-bro1,Paket Data AXIS,BRONET 1GB 30Hari
paketdata-axis-bro10,Paket Data AXIS,BRONET 10GB 24JAM 30Hari
paketdata-axis-bro1060d,Paket Data AXIS,BRONET 10GB 24JAM 60Hari
paketdata-axis-bro12,Paket Data AXIS,BRONET 12GB 24JAM 30Hari
paketdata-axis-bro1260d,Paket Data AXIS,BRONET 12GB 24JAM 60Hari
paketdata-axis-bro15d,Paket Data AXIS,BRONET 1GB 24JAM 5Hari
paketdata-axis-bro16,Paket Data AXIS,BRONET 16GB 24JAM 30Hari
paketdata-axis-bro1660d,Paket Data AXIS,BRONET 16GB 24JAM 60Hari
paketdata-axis-bro2,Paket Data AXIS,BRONET 2GB 30Hari
paketdata-axis-bro260d,Paket Data AXIS,BRONET 2GB 24JAM 60Hari
paketdata-axis-bro27d,Paket Data AXIS,BRONET 2GB 24JAM 7Hari
paketdata-axis-bro3,Paket Data AXIS,BRONET 3GB 24JAM 30Hari
paketdata-axis-bro315d,Paket Data AXIS,BRONET 3GB 24JAM 15Hari
paketdata-axis-bro360d,Paket Data AXIS,BRONET 3GB 24JAM 60Hari
paketdata-axis-bro5,Paket Data AXIS,BRONET 5GB 24JAM 30Hari
paketdata-axis-bro515d,Paket Data AXIS,BRONET 5GB 24JAM 15Hari
paketdata-axis-bro560d,Paket Data AXIS,BRONET 5GB 24JAM 60Hari
paketdata-axis-bro8,Paket Data AXIS,BRONET 8GB 24JAM 30Hari
paketdata-axis-bro860d,Paket Data AXIS,BRONET 8GB 24JAM 60Hari
paketdata-axis-bronew12,Paket Data AXIS,BRONET 3GB+9GB(4G) 24 JAM
paketdata-axis-bronew2,Paket Data AXIS,BRONET 1GB+1GB(4G) 24 JAM
paketdata-axis-bronew4,Paket Data AXIS,BRONET 1GB+3GB(4G) 24 JAM
paketdata-axis-bronew8,Paket Data AXIS,BRONET 2GB+6GB(4G) 24 JAM
paketdata-axis-owsem16,Paket Data AXIS,OWSEM 16G(2G+4GSOSMED+4GMUSIK+6GMALAM)
paketdata-axis-owsem24,Paket Data AXIS,OWSEM 24G(3G+6GSOSMED+6GMUSIK+9GMALAM)
paketdata-axis-owsem32,Paket Data AXIS,OWSEM 32G(4G+8GSOSMED+8GMUSIK+12GMALAM)
paketdata-axis-owsem48,Paket Data AXIS,OWSEM 48G(6G+12GSOSMED+12GMUSIK+18GMALAM)
paketdata-axis-owsem60,Paket Data AXIS,OWSEM 60G(10G+20GSOSMED+20GMUSIK+30GMALAM)
paketdata-indosat-10gb,Paket Data Indosat,Data Indosat 10GB
paketdata-indosat-1gb,Paket Data Indosat,Data Indosat 1GB
paketdata-indosat-2gb,Paket Data Indosat,Data Indosat 2GB
paketdata-indosat-300mb,Paket Data Indosat,Data Indosat 300MB
paketdata-indosat-3gb,Paket Data Indosat,Data Indosat 3GB
paketdata-indosat-500mb,Paket Data Indosat,Data Indosat 500MB
paketdata-indosat-5gb,Paket Data Indosat,Data Indosat 5GB
paketdata-indosat-7gb,Paket Data Indosat,Data Indosat 7GB
paketdata-indosat-app1,Paket Data Indosat,DATA UNL 1GB+4.5GB APPS 30 HARI
paketdata-indosat-app10,Paket Data Indosat,DATA UNL 10GB+25GB APPS 30 HARI
paketdata-indosat-app2,Paket Data Indosat,DATA UNL 2GB+7.5GB APPS 30 HARI
paketdata-indosat-app7,Paket Data Indosat,DATA UNL 7GB+20GB APPS 30 HARI
paketdata-indosat-combo_l,Paket Data Indosat,Freedom Combo L (12+10GB)
paketdata-indosat-combo_m,Paket Data Indosat,Freedom Combo M (5+5GB)
paketdata-indosat-combo_xl,Paket Data Indosat,Freedom Combo XL (20+15GB)
paketdata-indosat-combo_xxl,Paket Data Indosat,Freedom Combo XXL (37+20GB)
paketdata-indosat-edu10g,Paket Data Indosat,Freedom Apps EDU 10GB(7 Hari)
paketdata-indosat-edu2g,Paket Data Indosat,Freedom Apps EDU 2GB(2 Hari)
paketdata-indosat-edu30g,Paket Data Indosat,Freedom Apps EDU 30GB(30 Hari)
paketdata-indosat-edu6g,Paket Data Indosat,Freedom Apps EDU 6GB(3 Hari)
paketdata-indosat-extra2gb,Paket Data Indosat,Ekstra Quota 2GB
paketdata-indosat-extra4gb,Paket Data Indosat,Ekstra Quota 4GB
paketdata-indosat-extra6gb,Paket Data Indosat,Ekstra Quota 6GB
paketdata-indosat-fh14,Paket Data Indosat,Kuota 14GB(1GB/Hari) 14 Hari
paketdata-indosat-fh28,Paket Data Indosat,Kuota 28GB(1GB/Hari) 28 Hari
paketdata-indosat-fh7,Paket Data Indosat,Kuota 7GB(1GB/Hari) 7 Hari
paketdata-indosat-fip1gb,Paket Data Indosat,Freedom Internet Plus 1GB
paketdata-indosat-fip2gb,Paket Data Indosat,Freedom Internet Plus 2GB
paketdata-indosat-fip4gb,Paket Data Indosat,Freedom Internet Plus 4GB
paketdata-indosat-fip5gb,Paket Data Indosat,Freedom Internet Plus 5GB
paketdata-indosat-freedom10,Paket Data Indosat,INDOSAT FREEDOM 10GB 30 HARI
paketdata-indosat-freedom18,Paket Data Indosat,INDOSAT FREEDOM 18GB 30 HARI
paketdata-indosat-freedom2,Paket Data Indosat,INDOSAT FREEDOM 2GB 30 HARI
paketdata-indosat-freedom25,Paket Data Indosat,INDOSAT FREEDOM 25GB 30 HARI
paketdata-indosat-freedom3,Paket Data Indosat,INDOSAT FREEDOM 3GB 30 HARI
paketdata-indosat-freedom4,Paket Data Indosat,INDOSAT FREEDOM 4GB 30 HARI
paketdata-indosat-freedomnona14,Paket Data Indosat,DATA 7.5GB+3.5GB LOKAL NON ATTACK+3GB (01-06) 30Hr
paketdata-indosat-freedomnona20,Paket Data Indosat,DATA 11GB+5GB LOKAL NON ATTACK+4GB (01-06) 30Hr
paketdata-indosat-freedomnona30,Paket Data Indosat,DATA 16GB+8GB LOKAL NON ATTACK+6GB (01-06) 30Hr
paketdata-indosat-freedomnona4,Paket Data Indosat,DATA 2GB+1GB LOKAL NON ATTACK+1GB (01-06) 30Hr
paketdata-indosat-freedomnona8,Paket Data Indosat,DATA 4GB+2GB LOKAL NON ATTACK+2GB (01-06) 30Hr
paketdata-indosat-fun10g30h,Paket Data Indosat,Freedom Apps FUN 10GB(30 Hari)
paketdata-indosat-fun2g7h,Paket Data Indosat,Freedom Apps FUN 2GB(7 Hari)
paketdata-indosat-fun6g15h,Paket Data Indosat,Freedom Apps FUN 6GB(15 Hari)
paketdata-indosat-fun8g30h,Paket Data Indosat,Freedom Apps FUN 8GB(30 Hari)
paketdata-indosat-hjk_20hari,Paket Data Indosat,Haji Komplit 20 Hari
paketdata-indosat-hjk_40hari,Paket Data Indosat,Haji Komplit 40 Hari
paketdata-indosat-hju_20hari,Paket Data Indosat,Haji Unlimited 20 Hari
paketdata-indosat-hju_40hari,Paket Data Indosat,Haji Unlimited 40 Hari
paketdata-indosat-hjv_40hari,Paket Data Indosat,Haji Voice+SMS 40 Hari
paketdata-indosat-pure100m,Paket Data Indosat,Data Pure 100Mb(30hr)
paketdata-indosat-pure10g,Paket Data Indosat,Data Pure 10Gb(30hr)
paketdata-indosat-pure1g,Paket Data Indosat,Data Pure 1Gb(30hr)
paketdata-indosat-pure200m,Paket Data Indosat,Data Pure 200Mb(30hr)
paketdata-indosat-pure2g,Paket Data Indosat,Data Pure 2Gb(30hr)
paketdata-indosat-pure300m,Paket Data Indosat,Data Pure 300Mb(30hr)
paketdata-indosat-pure3g,Paket Data Indosat,Data Pure 3Gb(30hr)
paketdata-indosat-pure400m,Paket Data Indosat,Data Pure 400Mb(30hr)
paketdata-indosat-pure4g,Paket Data Indosat,Data Pure 4Gb(30hr)
paketdata-indosat-pure500m,Paket Data Indosat,Data Pure 500Mb(30hr)
paketdata-indosat-pure5g,Paket Data Indosat,Data Pure 5Gb(30hr)
paketdata-indosat-pure6g,Paket Data Indosat,Data Pure 6Gb(30hr)
paketdata-indosat-pure750m,Paket Data Indosat,Data Pure 750Mb(30hr)
paketdata-indosat-pure7g,Paket Data Indosat,Data Pure 7Gb(30hr)
paketdata-indosat-pure8g,Paket Data Indosat,Data Pure 8Gb(30hr)
paketdata-indosat-pure9g,Paket Data Indosat,Data Pure 9Gb(30hr)
paketdata-indosat-unlimited10gb,Paket Data Indosat,Freedom U 10Gb
paketdata-indosat-unlimited15gb,Paket Data Indosat,Freedom U 15Gb
paketdata-indosat-unlimited1gb,Paket Data Indosat,Freedom U 1Gb
paketdata-indosat-unlimited1gb7h,Paket Data Indosat,Freedom U 1Gb(7hr)
paketdata-indosat-unlimited2gb,Paket Data Indosat,Freedom U 2Gb
paketdata-indosat-unlimited3gb,Paket Data Indosat,Freedom U 3Gb
paketdata-indosat-unlimited5gb,Paket Data Indosat,Freedom U 5Gb+15GB Apps
paketdata-indosat-unlimited7gb,Paket Data Indosat,Freedom U 7Gb
paketdata-indosat-unlimitedjumbo,Paket Data Indosat,Freedom U Jumbo
paketdata-indosat-yellow1,Paket Data Indosat,Yellow 1GB (1 Hari)
paketdata-indosat-yellow15,Paket Data Indosat,Yellow 1GB (15 Hari)
paketdata-indosat-yellow3,Paket Data Indosat,Yellow 1GB (3 Hari)
paketdata-indosat-yellow7,Paket Data Indosat,Yellow 1GB (7 Hari)
paketdata-smartfren-100k,Paket Data Smartfren,Internet Volume 100K(15+15GB)
paketdata-smartfren-10g,Paket Data Smartfren,DATA 5GB+5GB
paketdata-smartfren-10k,Paket Data Smartfren,Internet Volume 10K(1.25+1.75GB)
paketdata-smartfren-150k,Paket Data Smartfren,Internet Volume 150K(22.5+22.5GB)
paketdata-smartfren-16g,Paket Data Smartfren,DATA 8GB+8GB
paketdata-smartfren-200k,Paket Data Smartfren,Internet Volume 200K(30+30GB)
paketdata-smartfren-20k,Paket Data Smartfren,Internet Volume 20K(2+2GB)
paketdata-smartfren-30g,Paket Data Smartfren,DATA 15GB+15GB
paketdata-smartfren-30gunli,Paket Data Smartfren,DATA 1GB/Hari (30Hr)
paketdata-smartfren-30k,Paket Data Smartfren,Internet Volume 30K(4+4GB)
paketdata-smartfren-40k,Paket Data Smartfren,Internet Volume 40K(6+8GB)
paketdata-smartfren-60k,Paket Data Smartfren,Internet Volume 60K(8+8GB)
paketdata-smartfren-65k,Paket Data Smartfren,Internet Volume 65K
paketdata-smartfren-unl20,Paket Data Smartfren,4G UNLIMITED 7 HARI
paketdata-smartfren-unl40,Paket Data Smartfren,4G UNLIMITED 14 HARI
paketdata-smartfren-unl50,Paket Data Smartfren,4G LITE UNLIMITED 28 HARI
paketdata-smartfren-unl80,Paket Data Smartfren,4G UNLIMITED 80K
paketdata-telkomsel-100k,Paket Data Telkomsel,Data 100K (2.5GB-4.5GB)
paketdata-telkomsel-10k,Paket Data Telkomsel,Data 10K (100MB/7Hari)
paketdata-telkomsel-200k,Paket Data Telkomsel,Data 200K (50GB)
paketdata-telkomsel-20k,Paket Data Telkomsel,Data 20K (200MB-420MB/7Hari)
paketdata-telkomsel-25k,Paket Data Telkomsel,Data 25K (360MB-800MB/30Hari)
paketdata-telkomsel-50k,Paket Data Telkomsel,Data 50K (800M-1.5GB)
paketdata-telkomsel-5k,Paket Data Telkomsel,Data 5K (50MB/1Hari)
paketdata-telkomsel-asia_15m_1d,Paket Data Telkomsel,3in1 Roaming Asia 1Hr 250MB 15mnt
paketdata-telkomsel-asia_15m_3d,Paket Data Telkomsel,3in1 Roaming Asia 3Hr 750MB 15mnt
paketdata-telkomsel-asia_30m_5d,Paket Data Telkomsel,3in1 Roaming Asia 5Hr 1.25GB 30mnt
paketdata-telkomsel-asia_30m_7d,Paket Data Telkomsel,3in1 Roaming Asia 7Hr 1.75GB 30mnt
paketdata-telkomsel-asia_aus_1d,Paket Data Telkomsel,Roaming Asia-Australia 1Hr 250MB
paketdata-telkomsel-asia_aus_3d,Paket Data Telkomsel,Roaming Asia-Australia 3Hr 750MB
paketdata-telkomsel-asia_aus_7d,Paket Data Telkomsel,Roaming Asia-Australia 7Hr 1.75GB
paketdata-telkomsel-bulk12gb,Paket Data Telkomsel,Data Bulk 12GB
paketdata-telkomsel-bulk25gb,Paket Data Telkomsel,Data Bulk 25GB
paketdata-telkomsel-bulk2gb,Paket Data Telkomsel,Data Bulk 2GB
paketdata-telkomsel-bulk3gb,Paket Data Telkomsel,Data Bulk 3GB
paketdata-telkomsel-bulk50gb,Paket Data Telkomsel,Data Bulk 50GB
paketdata-telkomsel-bulk5gb,Paket Data Telkomsel,Data Bulk 5GB
paketdata-telkomsel-bulk8gb,Paket Data Telkomsel,Data Bulk 8GB
paketdata-telkomsel-eropa_1d,Paket Data Telkomsel,Roaming Eropa 1Hr 500MB
paketdata-telkomsel-eropa_3d,Paket Data Telkomsel,Roaming Eropa 3Hr 1.5GB
paketdata-telkomsel-eropa_7d,Paket Data Telkomsel,Roaming Eropa 7Hr 3.5GB
paketdata-telkomsel-flash100k,Paket Data Telkomsel,Flash 100K(12GB/30Hari)
paketdata-telkomsel-flash100m,Paket Data Telkomsel,Flash 100MB
paketdata-telkomsel-flash10k,Paket Data Telkomsel,Flash 10K(100MB/7Hari)
paketdata-telkomsel-flash1g,Paket Data Telkomsel,Flash 1GB
paketdata-telkomsel-flash200k,Paket Data Telkomsel,Flash 200K(50GB/30Hari)
paketdata-telkomsel-flash20k,Paket Data Telkomsel,Flash 20K(500MB/7Hari)
paketdata-telkomsel-flash250m,Paket Data Telkomsel,Flash 250MB
paketdata-telkomsel-flash25k,Paket Data Telkomsel,Flash 25K(1GB/30Hari)
paketdata-telkomsel-flash2g,Paket Data Telkomsel,Flash 2GB
paketdata-telkomsel-flash3g,Paket Data Telkomsel,Flash 3GB
paketdata-telkomsel-flash4g,Paket Data Telkomsel,Flash 4GB
paketdata-telkomsel-flash500m,Paket Data Telkomsel,Flash 500MB
paketdata-telkomsel-flash50k,Paket Data Telkomsel,Flash 50K(2GB/30Hari)
paketdata-telkomsel-flash5g,Paket Data Telkomsel,Flash 5GB
paketdata-telkomsel-flash750m,Paket Data Telkomsel,Flash 750MB
paketdata-telkomsel-flash8g,Paket Data Telkomsel,Flash 8GB
paketdata-telkomsel-haji_20d,Paket Data Telkomsel,Internet Haji 20Hr 7GB
paketdata-telkomsel-haji_40d,Paket Data Telkomsel,Internet Haji 40Hr 15GB
paketdata-telkomsel-haji_40m_20d,Paket Data Telkomsel,3in1 Haji 20Hr 7GB 40mnt
paketdata-telkomsel-haji_60m_40d,Paket Data Telkomsel,3in1 Haji 40Hr 15GB 60mnt
paketdata-telkomsel-kuotabelajar,Paket Data Telkomsel,Kuota Belajar 10GB+100MB / 30hari
paketdata-telkomsel-malay_1d,Paket Data Telkomsel,Roaming Malaysia 1Hr 200MB
paketdata-telkomsel-malay_3d,Paket Data Telkomsel,Roaming Malaysia 3Hr 1GB
paketdata-telkomsel-sing_3d,Paket Data Telkomsel,Roaming Singapore 3Hr 1GB
paketdata-telkomsel-sing_7d,Paket Data Telkomsel,Roaming Singapore 7Hr 2.5GB
paketdata-telkomsel-sms1,Paket Data Telkomsel,Telkomsel SMS 1K (200 SMS)
paketdata-telkomsel-sms5,Paket Data Telkomsel,Telkomsel SMS 5K (1000 SMS)
paketdata-telkomsel-telp10,Paket Data Telkomsel,Paket Telp 10K (185+15 Menit) 1 Hari
paketdata-telkomsel-telp130,Paket Data Telkomsel,Paket Telp 130K (6250+250 Menit) 30 Hari
paketdata-telkomsel-telp20,Paket Data Telkomsel,Paket Telp 20K (370+30 Menit) 3 Hari
paketdata-telkomsel-telp25,Paket Data Telkomsel,Paket Telp 25K (550+50 Menit) 7 Hari
paketdata-telkomsel-telp5,Paket Data Telkomsel,Paket Telp 5K (80+20 Menit) 1 Hari
paketdata-telkomsel-telp50,Paket Data Telkomsel,Paket Telp 50K (1200+100 Menit) 15 Hari
paketdata-telkomsel-telp80,Paket Data Telkomsel,Paket Telp 80K (2000+100 Menit) 30 Hari
paketdata-telkomsel-umroh_14d,Paket Data Telkomsel,3in1 Umroh Plus 14Hr 10GB 60mnt
paketdata-telkomsel-umroh_30m_9d,Paket Data Telkomsel,3in1 Umroh Plus 9Hr 5GB 30mnt
paketdata-telkomsel-umroh_9d,Paket Data Telkomsel,Internet Umroh Plus 9Hr 5GB
paketdata-telkomsel-us_af_10m_3d,Paket Data Telkomsel,3in1 Roaming Amerika-Afrika 3Hr 1.05GB 10mnt
paketdata-telkomsel-us_af_20m_5d,Paket Data Telkomsel,3in1 Roaming Amerika-Afrika 5Hr 1.75GB 20mnt
paketdata-telkomsel-us_af_20m_7d,Paket Data Telkomsel,3in1 Roaming Amerika-Afrika 7Hr 2.45GB 20mnt
paketdata-telkomsel-us_af_3d,Paket Data Telkomsel,Roaming Amerika-Afrika 3Hr 1.05GB
paketdata-telkomsel-us_af_5d,Paket Data Telkomsel,Roaming Amerika-Afrika 5Hr 1.75GB
paketdata-telkomsel-us_af_7d,Paket Data Telkomsel,Roaming Amerika-Afrika 7Hr 2.45GB
paketdata-three-10gb,Paket Data Three,Three 10GB
paketdata-three-1gb,Paket Data Three,Three 1GB
paketdata-three-2gb,Paket Data Three,Three 2GB
paketdata-three-3gb,Paket Data Three,Three 3GB
paketdata-three-4gb,Paket Data Three,Three 4GB
paketdata-three-4g_10gb_30d,Paket Data Three,Three Mix Super 4G 10GB 30 Hari
paketdata-three-4g_24gb_30d,Paket Data Three,Three Mix Super 4G 24GB 30 Hari
paketdata-three-4g_30gb_30d,Paket Data Three,Three Mix Super 4G 30GB 30 Hari
paketdata-three-5gb,Paket Data Three,Three 5GB
paketdata-three-6gb,Paket Data Three,Three 6GB
paketdata-three-8gb,Paket Data Three,Three 8GB
paketdata-three-asia_1d,Paket Data Three,Asia 1 Hari 250MB
paketdata-three-asia_30d,Paket Data Three,Asia 30 Hari 1.5GB
paketdata-three-asia_3d,Paket Data Three,Asia 3 Hari 750MB
paketdata-three-asia_7d,Paket Data Three,Asia 7 Hari 1GB
paketdata-three-ibadah_10d,Paket Data Three,Roaming Ibadah 10 Days
paketdata-three-ibadah_45d,Paket Data Three,Three Ibadah 45 Days
paketdata-three-mix_combo2gb,Paket Data Three,Three Mix Combo 2 GB + 20 Menit
paketdata-three-mix_combo32gb,Paket Data Three,Three Mix Combo 32 GB + 30 Menit
paketdata-three-mix_combo38gb,Paket Data Three,Three Mix Combo 38GB + 30 menit
paketdata-three-mix_plus125gb,Paket Data Three,Three Mix Kuota++ 1.25GB
paketdata-three-mix_plus225gb,Paket Data Three,Three Mix Kuota++ 2.25GB
paketdata-three-mix_small2750mb,Paket Data Three,Three Mix Small 2.75GB (750MB + 2GB 4G)
paketdata-three-mix_small3750mb,Paket Data Three,Three Mix Small 3.75GB (1.75GB + 2GB 4G)
paketdata-three-mix_small3gb,Paket Data Three,Three Mix Small 3GB
paketdata-three-mix_small5000mb,Paket Data Three,Three Mix Small 5GB
paketdata-three-pure100mb,Paket Data Three,Three Pure 100MB 30 Hari
paketdata-three-pure10gb,Paket Data Three,Three Pure 10GB 30 Hari
paketdata-three-pure1gb,Paket Data Three,Three Pure 1GB 30 Hari
paketdata-three-pure200mb,Paket Data Three,Three Pure 200MB 30 Hari
paketdata-three-pure2gb,Paket Data Three,Three Pure 2GB 30 Hari
paketdata-three-pure500mb,Paket Data Three,Three Pure 500MB 30 Hari
paketdata-three-pure5gb,Paket Data Three,Three Pure 5GB 30 Hari
paketdata-three-sea_combo_1d,Paket Data Three,Roaming SEA Combo 1 Hr
paketdata-three-sea_combo_3d,Paket Data Three,Roaming SEA Combo 3 Hr
paketdata-xl-12,Paket Data XL,HotRod 12GB
paketdata-xl-16,Paket Data XL,HotRod 16GB
paketdata-xl-1_5,Paket Data XL,HotRod 1.5GB
paketdata-xl-3,Paket Data XL,HotRod 3GB
paketdata-xl-6,Paket Data XL,HotRod 6GB
paketdata-xl-8,Paket Data XL,HotRod 8GB
paketdata-xl-80,Paket Data XL,HotRod 800MB
paketdata-xl-pass3d,Paket Data XL,XL PASS 3 Hari
paketdata-xl-pass7d,Paket Data XL,XL PASS 7 Hari
paketdata-xl-ucl,Paket Data XL,Umroh Combo L, 10 Hari UNLIMITED
paketdata-xl-ucm,Paket Data XL,Umroh Combo M, 10 Hari UNLIMITED
paketdata-xl-ucs,Paket Data XL,Umroh Combo S,10 Hari UNLIMITED
paketdata-xl-xtracombo0612,Paket Data XL,XTRA Combo 6GB - 12 BULAN
paketdata-xl-xtracombo12,Paket Data XL,XTRA Combo 10GB+10GB
paketdata-xl-xtracombo1212,Paket Data XL,XTRA Combo 12GB - 12 BULAN
paketdata-xl-xtracombo18,Paket Data XL,XTRA Combo 15GB+15GB
paketdata-xl-xtracombo1812,Paket Data XL,XTRA Combo 18GB - 12 BULAN
paketdata-xl-xtracombo30,Paket Data XL,XTRA Combo 20GB+20GB
paketdata-xl-xtracombo3012,Paket Data XL,XTRA Combo 30GB - 12 BULAN
paketdata-xl-xtracombo42,Paket Data XL,XTRA Combo 35GB+35GB
paketdata-xl-xtracombo4212,Paket Data XL,XTRA Combo 42GB - 12 BULAN
paketdata-xl-xtracombo6,Paket Data XL,XTRA Combo 5GB+5GB
paketdata-xl-xtracombo_vip21,Paket Data XL,XTRA Combo VIP 10GB+10GB 30 Hari
paketdata-xl-xtracombo_vip30,Paket Data XL,XTRA Combo VIP 15GB+15GB 30 Hari
